user_id,Cluster
1133,Cluster 1
1136,Cluster 4
1138,Cluster 1
1139,Cluster 4
1140,Cluster 1
1141,Cluster 1
1142,Cluster 1
1143,Cluster 4
1144,Cluster 4
1145,Cluster 1
1147,Cluster 1
1149,Cluster 1
1150,Cluster 4
1151,Cluster 4
1157,Cluster 4
1158,Cluster 1
1160,Cluster 1
1161,Cluster 4
1162,Cluster 1
1163,Cluster 1
1164,Cluster 5
1165,Cluster 1
1166,Cluster 1
1167,Cluster 1
1169,Cluster 1
1170,Cluster 1
1171,Cluster 1
1173,Cluster 1
1176,Cluster 1
1177,Cluster 1
1179,Cluster 1
1180,Cluster 1
1183,Cluster 1
1186,Cluster 4
1189,Cluster 1
1191,Cluster 1
1194,Cluster 1
1197,Cluster 5
1201,Cluster 1
1202,Cluster 1
1205,Cluster 1
1210,Cluster 1
1212,Cluster 1
1213,Cluster 1
1214,Cluster 4
1215,Cluster 1
1216,Cluster 4
1217,Cluster 1
1219,Cluster 1
1220,Cluster 1
1221,Cluster 4
1225,Cluster 1
1227,Cluster 1
1231,Cluster 1
1234,Cluster 1
1235,Cluster 1
1236,Cluster 1
1238,Cluster 1
1239,Cluster 1
1241,Cluster 1
1242,Cluster 2
1243,Cluster 1
1246,Cluster 4
1247,Cluster 1
1249,Cluster 4
1250,Cluster 1
1251,Cluster 1
1254,Cluster 1
1256,Cluster 1
1258,Cluster 1
1259,Cluster 1
1260,Cluster 1
1261,Cluster 1
1262,Cluster 1
1263,Cluster 1
1264,Cluster 2
1267,Cluster 3
1269,Cluster 1
1271,Cluster 3
1272,Cluster 3
1275,Cluster 4
1277,Cluster 1
1280,Cluster 1
1281,Cluster 5
1283,Cluster 1
1285,Cluster 4
1288,Cluster 3
1291,Cluster 1
1292,Cluster 1
1293,Cluster 1
1296,Cluster 4
1298,Cluster 1
1299,Cluster 4
1301,Cluster 1
1303,Cluster 1
1306,Cluster 1
1308,Cluster 1
1309,Cluster 1
1310,Cluster 4
1311,Cluster 4
1314,Cluster 4
1315,Cluster 1
1316,Cluster 1
1319,Cluster 4
1321,Cluster 4
1325,Cluster 1
1326,Cluster 1
1327,Cluster 1
1330,Cluster 1
1331,Cluster 4
1334,Cluster 1
1335,Cluster 1
1337,Cluster 1
1339,Cluster 1
1340,Cluster 1
1341,Cluster 1
1344,Cluster 1
1345,Cluster 3
1347,Cluster 1
1348,Cluster 1
1352,Cluster 5
1356,Cluster 4
1357,Cluster 1
1358,Cluster 1
1359,Cluster 4
1360,Cluster 4
1361,Cluster 1
1363,Cluster 1
1364,Cluster 1
1365,Cluster 1
1368,Cluster 1
1370,Cluster 4
1372,Cluster 1
1373,Cluster 4
1374,Cluster 1
1376,Cluster 4
1378,Cluster 2
1381,Cluster 5
1382,Cluster 4
1388,Cluster 4
1390,Cluster 4
1391,Cluster 4
1392,Cluster 1
1394,Cluster 1
1395,Cluster 4
1396,Cluster 1
1399,Cluster 1
1400,Cluster 1
1401,Cluster 1
1402,Cluster 1
1403,Cluster 1
1404,Cluster 1
1405,Cluster 1
1407,Cluster 1
1408,Cluster 1
1409,Cluster 1
1412,Cluster 1
1414,Cluster 1
1415,Cluster 1
1419,Cluster 1
1420,Cluster 3
1424,Cluster 2
1425,Cluster 4
1426,Cluster 4
1427,Cluster 1
1428,Cluster 4
1430,Cluster 1
1432,Cluster 5
1433,Cluster 4
1438,Cluster 1
1442,Cluster 1
1443,Cluster 1
1444,Cluster 1
1445,Cluster 4
1447,Cluster 4
1454,Cluster 5
1459,Cluster 1
1460,Cluster 4
1466,Cluster 4
1470,Cluster 1
1477,Cluster 1
1479,Cluster 4
1480,Cluster 1
1482,Cluster 4
1483,Cluster 4
1484,Cluster 1
1486,Cluster 4
1487,Cluster 1
1489,Cluster 1
1490,Cluster 4
1491,Cluster 1
1493,Cluster 4
1496,Cluster 3
1498,Cluster 5
1503,Cluster 1
1504,Cluster 1
1505,Cluster 1
1506,Cluster 1
1509,Cluster 4
1513,Cluster 4
1519,Cluster 1
1520,Cluster 4
1523,Cluster 1
1525,Cluster 1
1526,Cluster 1
1527,Cluster 4
1528,Cluster 1
1530,Cluster 1
1531,Cluster 5
1532,Cluster 4
1535,Cluster 3
1536,Cluster 1
1537,Cluster 1
1538,Cluster 3
1540,Cluster 3
1542,Cluster 5
1543,Cluster 1
1544,Cluster 1
1545,Cluster 4
1546,Cluster 1
1547,Cluster 4
1548,Cluster 1
1549,Cluster 2
1550,Cluster 1
1553,Cluster 5
1558,Cluster 1
1560,Cluster 1
1561,Cluster 1
1562,Cluster 4
1563,Cluster 2
1565,Cluster 4
1566,Cluster 1
1567,Cluster 1
1569,Cluster 5
1573,Cluster 1
1574,Cluster 1
1575,Cluster 3
1577,Cluster 3
1579,Cluster 1
1583,Cluster 1
1584,Cluster 4
1586,Cluster 1
1589,Cluster 1
1592,Cluster 4
1595,Cluster 5
1597,Cluster 1
1605,Cluster 1
1606,Cluster 1
1608,Cluster 1
1611,Cluster 1
1613,Cluster 1
1614,Cluster 1
1615,Cluster 4
1617,Cluster 1
1621,Cluster 4
1625,Cluster 1
1629,Cluster 4
1633,Cluster 4
1634,Cluster 4
1635,Cluster 1
1636,Cluster 1
1637,Cluster 1
1642,Cluster 1
1643,Cluster 1
1645,Cluster 4
1646,Cluster 1
1648,Cluster 4
1652,Cluster 5
1654,Cluster 1
1658,Cluster 1
1659,Cluster 4
1661,Cluster 4
1662,Cluster 1
1665,Cluster 1
1666,Cluster 5
1671,Cluster 1
1672,Cluster 3
1673,Cluster 1
1676,Cluster 4
1678,Cluster 1
1679,Cluster 1
1680,Cluster 1
1681,Cluster 4
1683,Cluster 5
1684,Cluster 1
1685,Cluster 1
1687,Cluster 1
1693,Cluster 1
1697,Cluster 1
1699,Cluster 4
1701,Cluster 1
1702,Cluster 4
1704,Cluster 1
1705,Cluster 1
1706,Cluster 4
1707,Cluster 1
1712,Cluster 3
1715,Cluster 4
1716,Cluster 3
1720,Cluster 1
1721,Cluster 5
1722,Cluster 1
1725,Cluster 1
1726,Cluster 1
1727,Cluster 4
1730,Cluster 4
1733,Cluster 1
1738,Cluster 4
1739,Cluster 4
1740,Cluster 4
1741,Cluster 1
1742,Cluster 5
1743,Cluster 1
1744,Cluster 1
1748,Cluster 3
1750,Cluster 5
1751,Cluster 1
1752,Cluster 1
1753,Cluster 4
1754,Cluster 4
1755,Cluster 1
1758,Cluster 5
1759,Cluster 4
1764,Cluster 1
1766,Cluster 1
1768,Cluster 1
1769,Cluster 4
1770,Cluster 4
1772,Cluster 1
1773,Cluster 4
1776,Cluster 5
1777,Cluster 1
1781,Cluster 1
1784,Cluster 1
1785,Cluster 4
1786,Cluster 1
1788,Cluster 1
1789,Cluster 3
1790,Cluster 1
1791,Cluster 4
1792,Cluster 1
1793,Cluster 1
1795,Cluster 1
1796,Cluster 1
1798,Cluster 5
1799,Cluster 1
1802,Cluster 4
1803,Cluster 4
1805,Cluster 1
1809,Cluster 4
1812,Cluster 5
1813,Cluster 4
1815,Cluster 1
1817,Cluster 4
1822,Cluster 4
1824,Cluster 1
1826,Cluster 4
1828,Cluster 1
1829,Cluster 1
1830,Cluster 3
1832,Cluster 1
1833,Cluster 1
1837,Cluster 2
1838,Cluster 4
1843,Cluster 1
1845,Cluster 4
1847,Cluster 4
1850,Cluster 5
1851,Cluster 1
1852,Cluster 1
1854,Cluster 1
1858,Cluster 4
1859,Cluster 5
1860,Cluster 1
1862,Cluster 1
1866,Cluster 5
1868,Cluster 2
1872,Cluster 1
1874,Cluster 1
1875,Cluster 1
1879,Cluster 1
1882,Cluster 1
1883,Cluster 1
1888,Cluster 1
1889,Cluster 1
1890,Cluster 1
1893,Cluster 1
1900,Cluster 1
1901,Cluster 3
1903,Cluster 1
1906,Cluster 1
1909,Cluster 1
1911,Cluster 1
1914,Cluster 1
1915,Cluster 1
1916,Cluster 1
1919,Cluster 1
1920,Cluster 4
1923,Cluster 4
1926,Cluster 1
1927,Cluster 4
1930,Cluster 1
1932,Cluster 4
1934,Cluster 4
1935,Cluster 4
1938,Cluster 1
1939,Cluster 1
1941,Cluster 4
1943,Cluster 2
1945,Cluster 1
1946,Cluster 1
1947,Cluster 1
1948,Cluster 5
1949,Cluster 1
1951,Cluster 5
1952,Cluster 1
1953,Cluster 3
1955,Cluster 4
1956,Cluster 1
1957,Cluster 1
1958,Cluster 3
1959,Cluster 1
1960,Cluster 1
1964,Cluster 1
1965,Cluster 1
1966,Cluster 1
1967,Cluster 1
1971,Cluster 1
1973,Cluster 1
1976,Cluster 1
1977,Cluster 4
1978,Cluster 1
1979,Cluster 4
1980,Cluster 1
1982,Cluster 1
1983,Cluster 5
1984,Cluster 1
1987,Cluster 4
1990,Cluster 4
1993,Cluster 1
1995,Cluster 1
1996,Cluster 1
1997,Cluster 4
1998,Cluster 1
2000,Cluster 1
2001,Cluster 4
2002,Cluster 1
2004,Cluster 1
2006,Cluster 4
2011,Cluster 5
2012,Cluster 4
2013,Cluster 4
2015,Cluster 1
2017,Cluster 1
2019,Cluster 5
2021,Cluster 1
2022,Cluster 1
2023,Cluster 1
2024,Cluster 1
2026,Cluster 4
2027,Cluster 1
2028,Cluster 1
2031,Cluster 1
2032,Cluster 1
2034,Cluster 1
2037,Cluster 1
2038,Cluster 1
2039,Cluster 1
2041,Cluster 5
2044,Cluster 1
2045,Cluster 1
2049,Cluster 5
2053,Cluster 1
2055,Cluster 5
2057,Cluster 1
2058,Cluster 1
2062,Cluster 4
2063,Cluster 4
2068,Cluster 1
2070,Cluster 1
2075,Cluster 1
2081,Cluster 4
2082,Cluster 1
2085,Cluster 1
2086,Cluster 1
2087,Cluster 1
2089,Cluster 1
2091,Cluster 1
2094,Cluster 5
2095,Cluster 1
2100,Cluster 5
2102,Cluster 1
2103,Cluster 1
2112,Cluster 1
2113,Cluster 1
2114,Cluster 5
2115,Cluster 1
2116,Cluster 1
2117,Cluster 4
2119,Cluster 1
2121,Cluster 1
2130,Cluster 4
2131,Cluster 1
2134,Cluster 1
2135,Cluster 1
2136,Cluster 1
2141,Cluster 1
2143,Cluster 4
2145,Cluster 1
2148,Cluster 1
2149,Cluster 1
2151,Cluster 4
2153,Cluster 1
2154,Cluster 5
2155,Cluster 1
2157,Cluster 2
2159,Cluster 1
2160,Cluster 1
2161,Cluster 1
2162,Cluster 1
2163,Cluster 5
2165,Cluster 4
2166,Cluster 1
2171,Cluster 1
2172,Cluster 1
2173,Cluster 1
2175,Cluster 1
2177,Cluster 1
2178,Cluster 4
2183,Cluster 1
2184,Cluster 4
2186,Cluster 1
2189,Cluster 1
2190,Cluster 1
2191,Cluster 4
2192,Cluster 4
2193,Cluster 1
2194,Cluster 4
2197,Cluster 1
2198,Cluster 1
2199,Cluster 4
2200,Cluster 1
2201,Cluster 1
2208,Cluster 1
2209,Cluster 1
2210,Cluster 1
2211,Cluster 4
2212,Cluster 1
2215,Cluster 5
2216,Cluster 5
2217,Cluster 1
2218,Cluster 1
2219,Cluster 1
2221,Cluster 1
2223,Cluster 1
2225,Cluster 1
2228,Cluster 1
2230,Cluster 1
2231,Cluster 5
2232,Cluster 3
2233,Cluster 1
2234,Cluster 1
2235,Cluster 4
2236,Cluster 1
2237,Cluster 1
2238,Cluster 4
2241,Cluster 4
2242,Cluster 1
2244,Cluster 3
2245,Cluster 5
2246,Cluster 3
2249,Cluster 4
2252,Cluster 5
2253,Cluster 1
2257,Cluster 4
2258,Cluster 1
2259,Cluster 1
2266,Cluster 1
2267,Cluster 1
2268,Cluster 1
2269,Cluster 1
2270,Cluster 4
2272,Cluster 1
2275,Cluster 1
2276,Cluster 1
2278,Cluster 1
2281,Cluster 4
2285,Cluster 4
2286,Cluster 4
2289,Cluster 1
2294,Cluster 1
2295,Cluster 1
2297,Cluster 1
2298,Cluster 4
2303,Cluster 5
2305,Cluster 1
2307,Cluster 5
2310,Cluster 4
2311,Cluster 1
2313,Cluster 5
2315,Cluster 1
2316,Cluster 4
2317,Cluster 1
2318,Cluster 1
2321,Cluster 1
2322,Cluster 1
2325,Cluster 1
2326,Cluster 4
2327,Cluster 1
2329,Cluster 1
2330,Cluster 1
2332,Cluster 1
2333,Cluster 4
2334,Cluster 4
2335,Cluster 2
2336,Cluster 1
2341,Cluster 1
2342,Cluster 5
2343,Cluster 1
2344,Cluster 5
2345,Cluster 1
2347,Cluster 5
2348,Cluster 1
2349,Cluster 5
2352,Cluster 5
2353,Cluster 1
2355,Cluster 4
2357,Cluster 4
2359,Cluster 1
2362,Cluster 1
2366,Cluster 1
2371,Cluster 1
2373,Cluster 1
2375,Cluster 3
2377,Cluster 1
2378,Cluster 1
2381,Cluster 1
2382,Cluster 1
2383,Cluster 3
2384,Cluster 1
2386,Cluster 1
2387,Cluster 1
2388,Cluster 1
2389,Cluster 1
2392,Cluster 1
2394,Cluster 1
2396,Cluster 5
2397,Cluster 4
2398,Cluster 1
2399,Cluster 4
2400,Cluster 1
2402,Cluster 1
2403,Cluster 1
2405,Cluster 5
2407,Cluster 1
2409,Cluster 4
2412,Cluster 1
2413,Cluster 4
2414,Cluster 1
2415,Cluster 3
2417,Cluster 1
2418,Cluster 1
2419,Cluster 1
2420,Cluster 3
2423,Cluster 1
2424,Cluster 4
2426,Cluster 1
2427,Cluster 1
2428,Cluster 5
2430,Cluster 1
2431,Cluster 1
2432,Cluster 1
2434,Cluster 1
2436,Cluster 1
2437,Cluster 5
2439,Cluster 3
2440,Cluster 5
2443,Cluster 3
2446,Cluster 4
2448,Cluster 1
2449,Cluster 1
2450,Cluster 4
2456,Cluster 3
2458,Cluster 1
2461,Cluster 4
2465,Cluster 4
2466,Cluster 1
2467,Cluster 5
2468,Cluster 4
2470,Cluster 1
2473,Cluster 4
2474,Cluster 1
2475,Cluster 1
2476,Cluster 3
2481,Cluster 1
2483,Cluster 1
2488,Cluster 5
2489,Cluster 4
2490,Cluster 4
2492,Cluster 4
2493,Cluster 4
2495,Cluster 4
2496,Cluster 3
2497,Cluster 4
2498,Cluster 1
2501,Cluster 1
2503,Cluster 1
2505,Cluster 4
2506,Cluster 1
2509,Cluster 1
2510,Cluster 1
2518,Cluster 3
2519,Cluster 1
2520,Cluster 1
2522,Cluster 1
2530,Cluster 5
2531,Cluster 4
2534,Cluster 1
2535,Cluster 4
2539,Cluster 4
2540,Cluster 1
2541,Cluster 1
2542,Cluster 1
2543,Cluster 4
2544,Cluster 4
2546,Cluster 4
2547,Cluster 1
2551,Cluster 1
2553,Cluster 1
2555,Cluster 1
2556,Cluster 1
2557,Cluster 1
2558,Cluster 1
2561,Cluster 4
2562,Cluster 5
2565,Cluster 5
2566,Cluster 5
2567,Cluster 4
2568,Cluster 1
2570,Cluster 1
2574,Cluster 5
2575,Cluster 1
2576,Cluster 4
2578,Cluster 1
2583,Cluster 1
2584,Cluster 5
2586,Cluster 1
2588,Cluster 5
2591,Cluster 1
2592,Cluster 4
2593,Cluster 5
2595,Cluster 4
2596,Cluster 2
2597,Cluster 1
2600,Cluster 1
2602,Cluster 1
2603,Cluster 4
2604,Cluster 2
2609,Cluster 3
2610,Cluster 4
2611,Cluster 3
2612,Cluster 1
2614,Cluster 1
2615,Cluster 1
2620,Cluster 1
2622,Cluster 4
2624,Cluster 4
2625,Cluster 1
2626,Cluster 1
2629,Cluster 1
2630,Cluster 4
2636,Cluster 1
2637,Cluster 1
2638,Cluster 4
2646,Cluster 1
2650,Cluster 5
2651,Cluster 1
2652,Cluster 1
2655,Cluster 1
2656,Cluster 1
2658,Cluster 3
2660,Cluster 4
2663,Cluster 4
2665,Cluster 1
2668,Cluster 1
2671,Cluster 1
2673,Cluster 1
2675,Cluster 1
2676,Cluster 1
2677,Cluster 1
2679,Cluster 1
2680,Cluster 1
2681,Cluster 1
2683,Cluster 1
2686,Cluster 1
2688,Cluster 4
2689,Cluster 1
2690,Cluster 4
2693,Cluster 1
2696,Cluster 4
2697,Cluster 1
2700,Cluster 1
2701,Cluster 5
2703,Cluster 1
2706,Cluster 1
2707,Cluster 4
2708,Cluster 1
2709,Cluster 1
2710,Cluster 1
2712,Cluster 1
2713,Cluster 1
2715,Cluster 4
2717,Cluster 1
2726,Cluster 4
2727,Cluster 1
2731,Cluster 1
2733,Cluster 4
2735,Cluster 1
2740,Cluster 1
2741,Cluster 1
2746,Cluster 1
2754,Cluster 1
2756,Cluster 3
2757,Cluster 1
2761,Cluster 1
2764,Cluster 4
2765,Cluster 4
2766,Cluster 1
2770,Cluster 1
2772,Cluster 1
2773,Cluster 4
2774,Cluster 1
2775,Cluster 1
2776,Cluster 5
2777,Cluster 1
2778,Cluster 1
2779,Cluster 5
2782,Cluster 1
2784,Cluster 1
2785,Cluster 4
2786,Cluster 3
2787,Cluster 1
2788,Cluster 4
2789,Cluster 1
2790,Cluster 4
2793,Cluster 1
2794,Cluster 1
2799,Cluster 5
2800,Cluster 4
2804,Cluster 4
2805,Cluster 3
2806,Cluster 1
2807,Cluster 1
2808,Cluster 1
2811,Cluster 1
2813,Cluster 1
2815,Cluster 1
2816,Cluster 1
2817,Cluster 4
2820,Cluster 1
2821,Cluster 1
2822,Cluster 1
2823,Cluster 4
2825,Cluster 1
2826,Cluster 1
2827,Cluster 1
2828,Cluster 1
2830,Cluster 4
2833,Cluster 1
2834,Cluster 1
2838,Cluster 1
2841,Cluster 1
2845,Cluster 1
2847,Cluster 4
2849,Cluster 5
2850,Cluster 1
2853,Cluster 1
2855,Cluster 1
2857,Cluster 1
2864,Cluster 4
2865,Cluster 1
2868,Cluster 4
2869,Cluster 4
2871,Cluster 3
2872,Cluster 1
2877,Cluster 5
